model,seed,condition,accuracy,macro_f1,weighted_f1,mae,pearson
mult,43,vision_30_front,0.5769230769230769,0.5232626454528303,0.558365941727086,0.675758957862854,0.5062453864597366
mult,43,vision_30_middle,0.5769230769230769,0.523116815965499,0.5584113871854772,0.6759671568870544,0.5065427229916909
mult,43,vision_30_back,0.5865384615384616,0.5411515473339813,0.5725330986204181,0.6760229468345642,0.5239876691588559
mult,43,vision_50_front,0.5810439560439561,0.5262614785980819,0.5614338031116113,0.6752637624740601,0.506752348187325
mult,43,vision_50_middle,0.5810439560439561,0.5275807964090707,0.5622501920461233,0.6759657263755798,0.5058648077688973
mult,43,vision_50_back,0.5796703296703297,0.5348249241797629,0.5660878575518773,0.6766975522041321,0.5229768407318267
mult,43,audio_vision_30_sync,0.5782967032967034,0.5255379583083478,0.5600911789472037,0.6736222505569458,0.5073294658358148
mult,43,text_audio_30_sync,0.5604395604395604,0.5262111207155185,0.553108395654534,0.6972736716270447,0.4634343847894523
mult,43,audio_vision_30_offset,0.5906593406593407,0.5450997186796069,0.576484897798481,0.6776468753814697,0.522329009272308
mult,43,audio_30_two_blocks,0.5851648351648352,0.5530095674576309,0.5790368062937312,0.6730628609657288,0.5069415391307194
emt_dlfr,17,clean,0.5865384615384616,0.5633502039421701,0.5864537154177746,0.6387922167778015,0.5593802866385591
emt_dlfr,17,text_10_front,0.5673076923076923,0.5376782434499779,0.5638030420324649,0.6444244980812073,0.543707052763157
emt_dlfr,17,text_10_middle,0.5741758241758241,0.5486092280421606,0.5717385199218763,0.6379868388175964,0.5567462093849528
emt_dlfr,17,text_10_back,0.5645604395604396,0.5391036387059365,0.5654985490349419,0.6433200836181641,0.544008135074297
emt_dlfr,17,text_30_front,0.5686813186813187,0.538186428536434,0.5637663764698908,0.6579035520553589,0.5142211022824688
emt_dlfr,17,text_30_middle,0.5782967032967034,0.5457470551595086,0.5720258126705778,0.6563160419464111,0.5252006325948881
emt_dlfr,17,text_30_back,0.5590659340659341,0.5302140621840375,0.5564718215005201,0.6565151214599609,0.5292772671154103
emt_dlfr,17,text_50_front,0.5618131868131868,0.5153717338250218,0.5494965869335814,0.6777961850166321,0.48338052260867737
emt_dlfr,17,text_50_middle,0.5576923076923077,0.5203459224413821,0.5484735667599906,0.6743918657302856,0.505861220082901
emt_dlfr,17,text_50_back,0.5247252747252747,0.4900996330011773,0.5202662457412859,0.6832855343818665,0.4836060660599793
emt_dlfr,17,audio_10_front,0.5851648351648352,0.5617520445315006,0.5853143967681997,0.6382805705070496,0.5599698971186527
emt_dlfr,17,audio_10_middle,0.5879120879120879,0.5651339339599017,0.588019243671871,0.6385494470596313,0.559053423810243
emt_dlfr,17,audio_10_back,0.5934065934065934,0.5776276535960961,0.5970208651197106,0.6400936841964722,0.5594293078704545
emt_dlfr,17,audio_30_front,0.5837912087912088,0.5607277879482916,0.5842968806544337,0.638835608959198,0.5597253243089318
emt_dlfr,17,audio_30_middle,0.5851648351648352,0.5616568795237701,0.5851827506246989,0.6386597156524658,0.5587996924629659
emt_dlfr,17,audio_30_back,0.5755494505494505,0.562181647735371,0.5812973411481421,0.6391703486442566,0.5596377091440956
emt_dlfr,17,audio_50_front,0.5782967032967034,0.5556930665772941,0.5789305819874693,0.6389399170875549,0.5593167072258778
emt_dlfr,17,audio_50_middle,0.5837912087912088,0.559859568070526,0.5836066020751429,0.6389003396034241,0.5588186812494185
emt_dlfr,17,audio_50_back,0.5755494505494505,0.5620677526231835,0.5815720797639566,0.6386054754257202,0.5599687406747377
emt_dlfr,17,vision_10_front,0.5851648351648352,0.5622953827829821,0.5852278466289552,0.6385411024093628,0.5595444437734758
emt_dlfr,17,vision_10_middle,0.5879120879120879,0.5648149335065282,0.5876621701184903,0.638427734375,0.5594891938778019
emt_dlfr,17,vision_10_back,0.5824175824175825,0.5550309177574201,0.5797497496920395,0.6317861080169678,0.5685377772013472
emt_dlfr,17,vision_30_front,0.5879120879120879,0.5645717054906966,0.58787405280345,0.6384000778198242,0.5594530941104396
emt_dlfr,17,vision_30_middle,0.5851648351648352,0.5617423994014468,0.5851076080270304,0.6383979916572571,0.5593450838184381
emt_dlfr,17,vision_30_back,0.5879120879120879,0.5598973621503749,0.5843315407032382,0.6335968375205994,0.5635121886759565
emt_dlfr,17,vision_50_front,0.5865384615384616,0.5635234954263196,0.5866528745388669,0.6385393142700195,0.5592130750002181
emt_dlfr,17,vision_50_middle,0.5865384615384616,0.5631184102814281,0.5866744672762456,0.6387670040130615,0.5588702313947785
emt_dlfr,17,vision_50_back,0.5906593406593407,0.5610702928005579,0.5862615124249551,0.6357706785202026,0.5593504364133774
emt_dlfr,17,audio_vision_30_sync,0.5879120879120879,0.5650759225769101,0.5881714450233585,0.637822151184082,0.5588351107999254
emt_dlfr,17,text_audio_30_sync,0.5769230769230769,0.5452652390049321,0.5712735934102454,0.6552839875221252,0.525685741817185
emt_dlfr,17,audio_vision_30_offset,0.5865384615384616,0.5575911940056041,0.5828659094954541,0.6327031850814819,0.5641547203503889
emt_dlfr,17,audio_30_two_blocks,0.5865384615384616,0.5717104277414057,0.5914985703738521,0.6396071314811707,0.5598225347703932
emt_dlfr,29,clean,0.5590659340659341,0.5373265720331403,0.5600584746440057,0.6446025371551514,0.558240799973665
emt_dlfr,29,text_10_front,0.5590659340659341,0.5391621916278809,0.5605919205185884,0.651566207408905,0.5433838134075435
