sample_id,modality,absolute_error_change,intensity_change,class_changed
KkKWFZZmmCM$_$1,text,-0.3064642548561096,-0.3064642548561096,False
KpMCvUyQCXg$_$1,text,0.07365885376930237,0.07365885376930237,False
KpMCvUyQCXg$_$3,text,0.1550530195236206,0.15505297482013702,False
KpMCvUyQCXg$_$5,text,-0.051581621170043945,-0.051581621170043945,False
L1eFHRQGFeg$_$2,text,0.25770050287246704,-0.25770053267478943,False
MCsvw5-7lVE$_$1,text,-0.07628738880157471,0.07628738880157471,False
MCsvw5-7lVE$_$2,text,-0.04843175411224365,-0.04843175411224365,False
MCsvw5-7lVE$_$4,text,0.36701104044914246,0.36701104044914246,False
MMpo2bDk-DU$_$10,text,-0.06761020421981812,-0.06761018931865692,False
MMpo2bDk-DU$_$17,text,0.23203453421592712,0.23203453421592712,True
MMpo2bDk-DU$_$16,text,0.28344857692718506,0.28344854712486267,True
MMpo2bDk-DU$_$19,text,0.008316576480865479,-0.008316576480865479,False
MjaaudUc5-4$_$1,text,0.1673552542924881,0.6121512651443481,True
MjaaudUc5-4$_$0,text,0.26133978366851807,0.2613397538661957,False
MjaaudUc5-4$_$3,text,-0.012961983680725098,-0.012961983680725098,False
MjaaudUc5-4$_$6,text,0.0796205997467041,-0.07962062954902649,False
MoQmPA7Q07Q$_$1,text,-0.1561172604560852,0.1561172604560852,False
MoQmPA7Q07Q$_$2,text,-0.22415143251419067,0.22415143251419067,False
N1X63d_jgmw$_$5,text,0.17208242416381836,-0.17208243906497955,True
N5xfBtD6rLY$_$7,text,0.47188901901245117,-0.47188901901245117,False
NoZsdSGnNpI$_$7,text,0.041334256529808044,0.041334256529808044,False
Nrurc5sMUOE$_$5,text,0.10133348405361176,0.10133348405361176,True
Nrurc5sMUOE$_$7,text,-0.13099420070648193,0.13099420070648193,True
Nrurc5sMUOE$_$8,text,0.11986660957336426,-0.11986660957336426,False
NzvNW7vP-Co$_$5,text,0.0987122654914856,-0.09871223568916321,False
NzvNW7vP-Co$_$4,text,-0.03291219472885132,0.03291219472885132,True
NzvNW7vP-Co$_$7,text,-0.17653048038482666,0.17653048038482666,False
OLP0nCKwU6k$_$6,text,0.04365316033363342,0.04365316033363342,False
OrYBtyO0aPI$_$1,text,-0.008291304111480713,0.008291274309158325,False
OrYBtyO0aPI$_$4,text,0.41759228706359863,-0.41759228706359863,True
PboaYD5hlG8$_$10,text,0.07082831859588623,-0.07082831859588623,False
PboaYD5hlG8$_$3,text,0.026796936988830566,-0.026796936988830566,True
PboaYD5hlG8$_$2,text,0.11345899105072021,0.11345893144607544,False
PboaYD5hlG8$_$7,text,-0.006973326206207275,-0.006973326206207275,False
PboaYD5hlG8$_$9,text,0.003637334331870079,-0.047720812261104584,False
PboaYD5hlG8$_$8,text,-0.48504137992858887,-0.48504140973091125,False
Pt-D0LUHDSc$_$2,text,-0.30553773045539856,-0.30553776025772095,False
PwapK9d8IGk$_$4,text,0.058572281152009964,-0.06843438744544983,False
PyQrAYl1bFs$_$0,text,-0.06534898281097412,-0.06534898281097412,False
PyQrAYl1bFs$_$3,text,-0.01001131534576416,0.010011374950408936,False
PyQrAYl1bFs$_$4,text,-0.004164695739746094,0.1445542871952057,False
Q4WzApjaCNI$_$0,text,0.12776091694831848,-0.12776091694831848,False
Q7S0tX4FUNA$_$4,text,0.013643801212310791,0.2496742606163025,False
Q7S0tX4FUNA$_$7,text,0.004687309265136719,0.004687309265136719,False
Q7S0tX4FUNA$_$8,text,-0.2371463179588318,-0.23714633285999298,False
Qa6Yz62V-Yc$_$0,text,-0.06316810846328735,0.06316810846328735,False
